geo,name,time,Income per person (ppp$2021),GDP total,GDP per capita growth (%)
americas,The Americas,1943,3709.578567,3204667609181,7.53
americas,The Americas,1944,3948.883922,3437630509225,6.45
americas,The Americas,1945,3880.289071,3403985737294,-1.74
americas,The Americas,1946,3633.961564,3212569565003,-6.35
americas,The Americas,1947,3585.846197,3194640123229,-1.32
americas,The Americas,1948,3729.796048,3348750267136,4.01
americas,The Americas,1949,3662.126576,3320320029414,-1.81
americas,The Americas,1950,3910.578206,3587782914634,6.78
americas,The Americas,1951,4118.419788,3839434810811,5.31
americas,The Americas,1952,4198.518907,3983246958207,1.94
americas,The Americas,1953,4302.867467,4159329453751,2.49
americas,The Americas,1954,4243.428589,4179474188270,-1.38
americas,The Americas,1955,4454.927501,4473557273049,4.98
americas,The Americas,1956,4492.480297,4596561047040,0.84
americas,The Americas,1957,4530.249499,4725651685919,0.84
americas,The Americas,1958,4470.90894,4754030706396,-1.31
americas,The Americas,1959,4674.183182,5041316123682,4.55
americas,The Americas,1960,4814.693359,5237372857826,3.01
americas,The Americas,1961,4944.718029,5420165741732,2.7
americas,The Americas,1962,5159.005234,5742458679988,4.33
americas,The Americas,1963,5258.049673,5995378574811,1.92
americas,The Americas,1964,5462.831303,6381297010247,3.89
americas,The Americas,1965,5688.416879,6793709101204,4.13
americas,The Americas,1966,5925.752923,7233405596110,4.17
americas,The Americas,1967,5991.9393,7469455198822,1.12
americas,The Americas,1968,6185.089675,7878112494118,3.22
americas,The Americas,1969,6309.177755,8213921238988,2.01
americas,The Americas,1970,6305.794395,8388088270699,-0.05
americas,The Americas,1971,6450.56563,8758897425211,2.3
americas,The Americas,1972,6707.499149,9285835192914,3.98
americas,The Americas,1973,7020.680213,9904850933971,4.67
americas,The Americas,1974,7024.073417,10086381652378,0.05
americas,The Americas,1975,6986.919892,10194520100372,-0.53
americas,The Americas,1976,7270.021061,10764388707676,4.05
americas,The Americas,1977,7506.480732,11268848407668,3.25
americas,The Americas,1978,7801.80283,11870013938330,3.93
americas,The Americas,1979,8038.354676,12398320175145,3.03
americas,The Americas,1980,8094.661544,12663190880867,0.7
americas,The Americas,1981,8157.368182,12948508937890,0.77
americas,The Americas,1982,7921.377762,12767629101112,-2.89
americas,The Americas,1983,7998.693514,13084971830046,0.98
americas,The Americas,1984,8395.047325,13927872045312,4.96
americas,The Americas,1985,8608.646848,14491454271896,2.54
americas,The Americas,1986,8789.676447,15023001025432,2.1
americas,The Americas,1987,8963.342423,15565019664940,1.98
americas,The Americas,1988,9120.134247,16087796799883,1.75
americas,The Americas,1989,9263.703692,16593509597243,1.57
americas,The Americas,1990,9253.528117,16840800178663,-0.11
americas,The Americas,1991,9197.815031,16985635140248,-0.6
americas,The Americas,1992,9382.149352,17544775220076,2
americas,The Americas,1993,9582.202852,18130695828696,2.13
americas,The Americas,1994,9907.042126,18955125757307,3.39
americas,The Americas,1995,10023.91843,19384456995981,1.18
americas,The Americas,1996,10299.25887,20122324052272,2.75
americas,The Americas,1997,10684.73341,21085095322361,3.74
americas,The Americas,1998,11008.50981,21938571984869,3.03
americas,The Americas,1999,11297.17997,22732074331585,2.62
americas,The Americas,2000,11651.38445,23671560107306,3.14
americas,The Americas,2001,11659.6683,23912334751653,0.07
americas,The Americas,2002,11749.40126,24309737333803,0.77
americas,The Americas,2003,11987.68871,25016734086020,2.03
americas,The Americas,2004,12409.85301,26121831178733,3.52
americas,The Americas,2005,12773.77794,27123143617917,2.93
americas,The Americas,2006,13132.9276,28128069954137,2.81
americas,The Americas,2007,13438.18783,29029364551062,2.32
americas,The Americas,2008,13519.9137,29460950080978,0.61
americas,The Americas,2009,13094.64792,28790050373714,-3.15
americas,The Americas,2010,13521.59177,29996061398653,3.26
americas,The Americas,2011,13775.99328,30829213857212,1.88
americas,The Americas,2012,13995.13306,31603557442988,1.59
americas,The Americas,2013,14218.92894,32402839362481,1.6
americas,The Americas,2014,14421.32515,33157585221630,1.42
americas,The Americas,2015,14607.20136,33871111661601,1.29
americas,The Americas,2016,14665.34127,34290655937308,0.4
americas,The Americas,2017,14906.0898,35150597996402,1.64
americas,The Americas,2018,15199.1549,36115167837155,1.97
americas,The Americas,2019,15417.56147,36872271427396,1.44
americas,The Americas,2020,14713.74639,35366008691661,-4.57
americas,The Americas,2021,15572.6589,37566494763240,5.84
americas,The Americas,2022,15926.70777,38556346966363,2.27
americas,The Americas,2023,16239.37583,39442266161846,1.96
americas,The Americas,2024,16554.20327,40324144231696,1.94
americas,The Americas,2025,16832.43237,41127401974719,1.68
americas,The Americas,2026,17128.00809,41979946165106,1.76
americas,The Americas,2027,17472.59636,42952902789603,2.01
americas,The Americas,2028,17865.38346,44041754408995,2.25
americas,The Americas,2029,18316.44455,45273502396950,2.52
americas,The Americas,2030,18312.53009,45377179048461,-0.02
americas,The Americas,2031,18518.51041,45995851934434,1.12
americas,The Americas,2032,18726.38113,46614965329138,1.12
americas,The Americas,2033,18935.80921,47234123627101,1.12
americas,The Americas,2034,19147.17897,47854172671082,1.12
americas,The Americas,2035,19360.16153,48474030501677,1.11
americas,The Americas,2036,19574.21341,49092535365511,1.11
americas,The Americas,2037,19789.78062,49710730580360,1.1
americas,The Americas,2038,20006.67443,50328434953031,1.1
americas,The Americas,2039,20224.27767,50943037142028,1.09
americas,The Americas,2040,20442.56422,51553312762440,1.08
americas,The Americas,2041,20661.61088,52160226409634,1.07
americas,The Americas,2042,20881.97239,52764888878505,1.07
americas,The Americas,2043,21103.37007,53365529234986,1.06
americas,The Americas,2044,21325.23128,53959502525430,1.05
americas,The Americas,2045,21548.53863,54547965894518,1.05
americas,The Americas,2046,21773.68538,55130082901627,1.04
americas,The Americas,2047,22001.22577,55706549846718,1.05
americas,The Americas,2048,22231.5695,56277564335349,1.05
americas,The Americas,2049,22464.82314,56841914546791,1.05
americas,The Americas,2050,22701.77607,57401525284105,1.05
americas,The Americas,2051,22943.15334,57957268259995,1.06
americas,The Americas,2052,23188.9339,58507677828373,1.07
americas,The Americas,2053,23438.94696,59052568243078,1.08
americas,The Americas,2054,23692.59015,59590711576154,1.08
americas,The Americas,2055,23949.69333,60121619136275,1.09
americas,The Americas,2056,24211.32484,60648463742497,1.09
americas,The Americas,2057,24477.62189,61174252054594,1.1
americas,The Americas,2058,24748.3764,61700148781975,1.11
americas,The Americas,2059,25022.41929,62222444284736,1.11
americas,The Americas,2060,25298.04419,62737930174187,1.1
americas,The Americas,2061,25575.57117,63250041102484,1.1
americas,The Americas,2062,25854.93945,63760202147064,1.09
americas,The Americas,2063,26134.76819,64266051165739,1.08
americas,The Americas,2064,26414.17971,64765746143044,1.07
americas,The Americas,2065,26693.30392,65259930001960,1.06
americas,The Americas,2066,26971.96279,65750581494897,1.04
americas,The Americas,2067,27250.24005,66237896390583,1.03
americas,The Americas,2068,27527.51961,66718938558711,1.02
americas,The Americas,2069,27803.11956,67193006297599,1
americas,The Americas,2070,28076.65877,67658915952361,0.98
americas,The Americas,2071,28348.21534,68116849502690,0.97
americas,The Americas,2072,28617.85997,68565798224994,0.95
americas,The Americas,2073,28885.86751,69003738446361,0.94
americas,The Americas,2074,29152.80823,69431949820973,0.92
americas,The Americas,2075,29419.5403,69852934018068,0.91
americas,The Americas,2076,29686.35584,70265740553390,0.91
americas,The Americas,2077,29951.69978,70665395516481,0.89
americas,The Americas,2078,30215.97559,71053933041741,0.88
americas,The Americas,2079,30480.10884,71430962033782,0.87
americas,The Americas,2080,30743.68573,71795292818861,0.86
americas,The Americas,2081,31008.08115,72153768507312,0.86
americas,The Americas,2082,31272.44403,72503964927004,0.85
americas,The Americas,2083,31534.94859,72841885878535,0.84
americas,The Americas,2084,31796.21777,73170496863441,0.83
americas,The Americas,2085,32055.05209,73486578125011,0.81
americas,The Americas,2086,32312.15054,73793595612656,0.8
americas,The Americas,2087,32568.29553,74094886185067,0.79
americas,The Americas,2088,32823.89109,74391591797131,0.78
americas,The Americas,2089,33077.95375,74681462036272,0.77
americas,The Americas,2090,33328.78274,74959951530108,0.76
americas,The Americas,2091,33578.11071,75231603189067,0.75
americas,The Americas,2092,33826.64789,75497727292111,0.74
americas,The Americas,2093,34073.78005,75755739373773,0.73
americas,The Americas,2094,34320.27656,76006415828129,0.72
americas,The Americas,2095,34565.96459,76249683064070,0.72
americas,The Americas,2096,34809.99354,76483027669262,0.71
americas,The Americas,2097,35053.30779,76708779078663,0.7
americas,The Americas,2098,35295.98944,76926488115498,0.69
americas,The Americas,2099,35538.11385,77135023715702,0.69
americas,The Americas,2100,35778.99004,77334119557652,0.68
