geo,name,time,Population
americas,americas,2051,1153707209
americas,americas,2052,1154969782
americas,americas,2053,1156052189
americas,americas,2054,1156940970
americas,americas,2055,1157645450
americas,americas,2056,1158206574
americas,americas,2057,1158658812
americas,americas,2058,1159028015
americas,americas,2059,1159274479
americas,americas,2060,1159360945
americas,americas,2061,1159340046
americas,americas,2062,1159233090
americas,americas,2063,1159015832
americas,americas,2064,1158674988
americas,americas,2065,1158217501
americas,americas,2066,1157668588
americas,americas,2067,1157041338
americas,americas,2068,1156307192
americas,americas,2069,1155461628
americas,americas,2070,1154495186
americas,americas,2071,1153417579
americas,americas,2072,1152223783
americas,americas,2073,1150891961
americas,americas,2074,1149445405
americas,americas,2075,1147917160
americas,americas,2076,1146298159
americas,americas,2077,1144534770
americas,americas,2078,1142651295
americas,americas,2079,1140651255
americas,americas,2080,1138526852
americas,americas,2081,1136360109
americas,americas,2082,1134128722
americas,americas,2083,1131793592
americas,americas,2084,1129390135
americas,americas,2085,1126881348
americas,americas,2086,1124307176
americas,americas,2087,1121710918
americas,americas,2088,1119114350
americas,americas,2089,1116490649
americas,americas,2090,1113788579
americas,americas,2091,1111066756
americas,americas,2092,1108343186
americas,americas,2093,1105585171
americas,americas,2094,1102804328
americas,americas,2095,1100004774
americas,americas,2096,1097157450
americas,americas,2097,1094294136
americas,americas,2098,1091411644
americas,americas,2099,1088499555
americas,americas,2100,1085557313
